orf_name,hours,n,normalized_cs,q_cs,effect_cs,exp_id,exp_environment
YLR026C,35,4,0.33195,0.00151,decreased,91,"N++,C+"
YLR026C,58,4,0.490962,0.001182,decreased,93,"N-,C++"
YLR027C,34,4,1.01592,0.223518,unchanged,28,"N+, C+"
YLR027C,34,4,1.005422,0.061937,unchanged,31,"N+, C++"
YLR027C,34,4,0.987463,0.00971,unchanged,33,"N++,C++"
YLR027C,35,4,0.956822,0.002789,decreased,91,"N++,C+"
YLR027C,58,4,0.985315,0.006681,unchanged,93,"N-,C++"
YLR028C,34,4,0.983781,0.005371,unchanged,28,"N+, C+"
YLR028C,34,4,0.993153,0.007915,unchanged,31,"N+, C++"
YLR028C,34,4,1.00501,0.074411,unchanged,33,"N++,C++"
YLR028C,35,4,1.00179,0.236015,unchanged,91,"N++,C+"
YLR028C,58,4,1.003231,0.216192,unchanged,93,"N-,C++"
YLR029C,34,8,0.973715,0.000397,decreased,28,"N+, C+"
YLR029C,34,8,0.952408,0.000242,decreased,31,"N+, C++"
YLR029C,34,8,0.93728,0.001045,decreased,33,"N++,C++"
YLR029C,35,8,0.985375,0.011069,unchanged,91,"N++,C+"
YLR029C,58,8,0.966179,0.006638,decreased,93,"N-,C++"
YLR030W,34,4,1.033159,0.069748,unchanged,28,"N+, C+"
YLR030W,34,4,1.016819,0.142926,unchanged,31,"N+, C++"
YLR030W,34,4,1.017691,0.176756,unchanged,33,"N++,C++"
YLR030W,35,4,1.035567,0.222445,unchanged,91,"N++,C+"
YLR030W,58,4,1.021726,0.289153,unchanged,93,"N-,C++"
YLR031W,34,4,0.945343,0.000755,decreased,28,"N+, C+"
YLR031W,34,4,0.946144,0.000892,decreased,31,"N+, C++"
YLR031W,34,4,0.909644,0.001045,decreased,33,"N++,C++"
YLR031W,35,4,0.945361,0.00152,decreased,91,"N++,C+"
YLR031W,58,4,0.953724,0.0013,decreased,93,"N-,C++"
YLR032W,34,2,0.970308,0.014186,unchanged,28,"N+, C+"
YLR032W,34,2,0.967631,0.011744,unchanged,31,"N+, C++"
YLR032W,34,2,0.980387,0.033,unchanged,33,"N++,C++"
YLR032W,35,2,1.007694,0.223524,unchanged,91,"N++,C+"
YLR032W,58,2,0.994125,0.081763,unchanged,93,"N-,C++"
YLR033W,34,4,0.956546,0.00352,decreased,28,"N+, C+"
YLR033W,34,4,0.95352,0.001016,decreased,31,"N+, C++"
YLR033W,34,4,0.979341,0.012037,unchanged,33,"N++,C++"
YLR033W,35,4,0.994729,0.057231,unchanged,91,"N++,C+"
YLR033W,58,4,0.987984,0.022547,unchanged,93,"N-,C++"
YLR034C,34,4,0.981948,0.004622,unchanged,28,"N+, C+"
YLR034C,34,4,0.993906,0.00868,unchanged,31,"N+, C++"
YLR034C,34,4,1.013445,0.186916,unchanged,33,"N++,C++"
YLR034C,35,4,1.003928,0.133217,unchanged,91,"N++,C+"
YLR034C,58,4,0.988043,0.03326,unchanged,93,"N-,C++"
YLR035C,34,4,0.990347,0.014347,unchanged,28,"N+, C+"
YLR035C,34,4,0.974348,0.002909,decreased,31,"N+, C++"
YLR035C,34,4,0.947208,0.001066,decreased,33,"N++,C++"
YLR035C,35,4,0.976008,0.005536,unchanged,91,"N++,C+"
YLR035C,58,4,0.992835,0.06541,unchanged,93,"N-,C++"
YLR038C,34,4,0.982659,0.00295,unchanged,28,"N+, C+"
YLR038C,34,4,0.987105,0.008771,unchanged,31,"N+, C++"
YLR038C,34,4,0.970218,0.006451,decreased,33,"N++,C++"
YLR038C,35,4,1.000685,0.094619,unchanged,91,"N++,C+"
YLR038C,58,4,0.974934,0.003281,unchanged,93,"N-,C++"
YLR039C,34,4,0.941049,0.000887,decreased,28,"N+, C+"
YLR039C,34,4,0.946036,0.001113,decreased,31,"N+, C++"
YLR039C,34,4,0.935787,0.001045,decreased,33,"N++,C++"
YLR039C,35,4,0.952843,0.001976,decreased,91,"N++,C+"
YLR039C,58,4,0.939377,0.001869,decreased,93,"N-,C++"
YLR040C,34,4,1.005934,0.186554,unchanged,28,"N+, C+"
YLR040C,34,4,1.025492,0.258682,unchanged,31,"N+, C++"
YLR040C,34,4,0.992646,0.050691,unchanged,33,"N++,C++"
YLR040C,35,4,1.022299,0.190515,unchanged,91,"N++,C+"
YLR040C,58,4,1.040468,0.067034,unchanged,93,"N-,C++"
YLR042C,34,2,1.008828,0.162098,unchanged,28,"N+, C+"
YLR042C,34,2,1.023896,0.250402,unchanged,31,"N+, C++"
YLR042C,34,2,1.016348,0.230886,unchanged,33,"N++,C++"
YLR042C,35,2,0.924775,0.012991,unchanged,91,"N++,C+"
YLR042C,58,2,0.934087,0.013734,unchanged,93,"N-,C++"
YLR043C,34,2,1.021762,0.234067,unchanged,28,"N+, C+"
YLR043C,34,2,1.042981,0.108548,unchanged,31,"N+, C++"
YLR043C,34,2,1.109638,0.106986,unchanged,33,"N++,C++"
YLR043C,35,2,1.099924,0.051556,unchanged,91,"N++,C+"
YLR043C,58,2,1.107998,0.012847,unchanged,93,"N-,C++"
YLR044C,34,4,0.94389,0.000755,decreased,28,"N+, C+"
YLR044C,34,4,0.955663,0.000909,decreased,31,"N+, C++"
YLR044C,34,4,0.945082,0.001045,decreased,33,"N++,C++"
YLR044C,35,4,0.930209,0.00151,decreased,91,"N++,C+"
YLR044C,58,4,0.961893,0.019915,unchanged,93,"N-,C++"
YLR045C,34,2,0.65094,0.007688,decreased,28,"N+, C+"
YLR045C,34,2,0.637428,0.007915,decreased,31,"N+, C++"
YLR045C,34,2,0.573218,0.009156,decreased,33,"N++,C++"
YLR045C,35,2,0.804983,0.012533,unchanged,91,"N++,C+"
YLR045C,58,2,0.668014,0.010551,unchanged,93,"N-,C++"
YLR046C,34,4,0.995918,0.132439,unchanged,28,"N+, C+"
YLR046C,34,4,0.979291,0.013975,unchanged,31,"N+, C++"
YLR046C,34,4,0.995877,0.019424,unchanged,33,"N++,C++"
YLR046C,35,4,1.004949,0.116917,unchanged,91,"N++,C+"
YLR046C,58,4,1.016847,0.243758,unchanged,93,"N-,C++"
YLR047C,34,2,0.898098,0.007688,decreased,28,"N+, C+"
YLR047C,34,2,0.928254,0.00868,decreased,31,"N+, C++"
YLR047C,34,2,0.923552,0.032432,unchanged,33,"N++,C++"
YLR047C,35,2,0.88392,0.012667,unchanged,91,"N++,C+"
YLR047C,58,2,0.720187,0.010551,unchanged,93,"N-,C++"
YLR048W,34,4,1.045076,0.101703,unchanged,28,"N+, C+"
YLR048W,34,4,1.050405,0.030736,unchanged,31,"N+, C++"
YLR048W,34,4,1.062428,0.018478,unchanged,33,"N++,C++"
YLR048W,35,4,1.038161,0.064558,unchanged,91,"N++,C+"
YLR048W,58,4,1.050586,0.028421,unchanged,93,"N-,C++"
YLR049C,34,4,1.005089,0.074447,unchanged,28,"N+, C+"
YLR049C,34,4,0.997911,0.059261,unchanged,31,"N+, C++"
YLR049C,34,4,0.981799,0.0179,unchanged,33,"N++,C++"
YLR049C,35,4,1.020649,0.310231,unchanged,91,"N++,C+"
YLR049C,58,4,1.019478,0.295829,unchanged,93,"N-,C++"
YLR051C,34,4,0.910268,0.000755,decreased,28,"N+, C+"
YLR051C,34,4,0.907806,0.000892,decreased,31,"N+, C++"
YLR051C,34,4,0.972843,0.002862,decreased,33,"N++,C++"
YLR051C,35,4,1.00978,0.276149,unchanged,91,"N++,C+"
YLR051C,58,4,0.979452,0.004467,unchanged,93,"N-,C++"
YLR054C,34,4,0.973175,0.00277,decreased,28,"N+, C+"
YLR054C,34,4,0.967262,0.001129,decreased,31,"N+, C++"
YLR054C,34,4,0.96079,0.001932,decreased,33,"N++,C++"
YLR054C,35,4,0.967415,0.002346,decreased,91,"N++,C+"
YLR054C,58,4,0.964391,0.002877,decreased,93,"N-,C++"
YLR056W,34,4,0.954252,0.000813,decreased,28,"N+, C+"
YLR056W,34,4,0.988196,0.020362,unchanged,31,"N+, C++"
YLR056W,34,4,0.997278,0.086344,unchanged,33,"N++,C++"
YLR056W,35,4,0.986638,0.014619,unchanged,91,"N++,C+"
YLR056W,58,4,0.973114,0.00301,unchanged,93,"N-,C++"
YLR057W,34,4,0.42499,0.000755,decreased,28,"N+, C+"
YLR057W,34,4,0.515875,0.000892,decreased,31,"N+, C++"
YLR057W,34,4,0.514889,0.001045,decreased,33,"N++,C++"
YLR057W,35,4,0.255684,0.00151,decreased,91,"N++,C+"
YLR057W,58,4,0.35847,0.001182,decreased,93,"N-,C++"
YLR058C,34,4,1.043138,0.111679,unchanged,28,"N+, C+"
YLR058C,34,4,1.022327,0.189782,unchanged,31,"N+, C++"
YLR058C,34,4,1.026169,0.244373,unchanged,33,"N++,C++"
YLR058C,35,4,1.026945,0.189673,unchanged,91,"N++,C+"
YLR058C,58,4,1.028018,0.098686,unchanged,93,"N-,C++"
YLR059C,34,4,0.874219,0.000755,decreased,28,"N+, C+"
YLR059C,34,4,0.897884,0.000896,decreased,31,"N+, C++"
YLR059C,34,4,0.928772,0.001066,decreased,33,"N++,C++"
YLR059C,35,4,0.91836,0.00151,decreased,91,"N++,C+"
YLR059C,58,4,0.913061,0.001182,decreased,93,"N-,C++"
YLR060W,34,4,0.996387,0.092361,unchanged,28,"N+, C+"
YLR060W,34,4,1.033346,0.222169,unchanged,31,"N+, C++"
YLR060W,34,4,1.016742,0.174759,unchanged,33,"N++,C++"
YLR060W,35,4,1.028735,0.189921,unchanged,91,"N++,C+"
YLR060W,58,4,0.997289,0.12093,unchanged,93,"N-,C++"
YLR064W,34,2,0.894071,0.007688,decreased,28,"N+, C+"
YLR064W,34,2,0.888129,0.007915,decreased,31,"N+, C++"
YLR064W,34,2,1.031871,0.272961,unchanged,33,"N++,C++"
YLR064W,35,2,0.987153,0.096637,unchanged,91,"N++,C+"
YLR064W,58,2,0.922485,0.01079,unchanged,93,"N-,C++"
YLR065C,34,4,1.027725,0.191188,unchanged,28,"N+, C+"
YLR065C,34,4,1.020342,0.243469,unchanged,31,"N+, C++"
YLR065C,34,4,1.086988,0.036065,unchanged,33,"N++,C++"
YLR065C,35,4,0.996333,0.106022,unchanged,91,"N++,C+"
YLR065C,58,4,1.007917,0.096935,unchanged,93,"N-,C++"
YLR066W,34,4,0.998768,0.027245,unchanged,28,"N+, C+"
YLR066W,34,4,0.993588,0.010257,unchanged,31,"N+, C++"
YLR066W,34,4,0.914448,0.001648,decreased,33,"N++,C++"
YLR066W,35,4,0.966847,0.007212,decreased,91,"N++,C+"
YLR066W,58,4,0.964804,0.008262,decreased,93,"N-,C++"
YLR067C,34,4,0.908378,0.000755,decreased,28,"N+, C+"
YLR067C,34,4,0.944055,0.001143,decreased,31,"N+, C++"
YLR067C,34,4,0.933674,0.001272,decreased,33,"N++,C++"
YLR067C,35,4,0.927099,0.001657,decreased,91,"N++,C+"
YLR067C,58,4,0.926158,0.001296,decreased,93,"N-,C++"
YLR068W,34,4,0.989988,0.022075,unchanged,28,"N+, C+"
YLR068W,34,4,0.994764,0.01509,unchanged,31,"N+, C++"
YLR068W,34,4,1.021262,0.227645,unchanged,33,"N++,C++"
YLR068W,35,4,1.002461,0.127614,unchanged,91,"N++,C+"
YLR068W,58,4,1.010633,0.246066,unchanged,93,"N-,C++"
YLR069C,34,4,0.931502,0.001398,decreased,28,"N+, C+"
YLR069C,34,4,0.923862,0.000909,decreased,31,"N+, C++"
YLR069C,34,4,0.959481,0.003548,decreased,33,"N++,C++"
YLR069C,35,4,0.946646,0.012111,unchanged,91,"N++,C+"
YLR069C,58,4,0.929895,0.001184,decreased,93,"N-,C++"
YLR070C,34,4,1.029382,0.181696,unchanged,28,"N+, C+"
YLR070C,34,4,1.037297,0.180152,unchanged,31,"N+, C++"
YLR070C,34,4,1.032633,0.182226,unchanged,33,"N++,C++"
YLR070C,35,4,1.049708,0.047774,unchanged,91,"N++,C+"
YLR070C,58,4,1.037142,0.090512,unchanged,93,"N-,C++"
YLR071C,34,4,0.866475,0.000755,decreased,28,"N+, C+"
YLR071C,34,4,0.784046,0.000892,decreased,31,"N+, C++"
YLR071C,34,4,0.851415,0.001045,decreased,33,"N++,C++"
YLR071C,35,4,1.04674,0.162305,unchanged,91,"N++,C+"
YLR071C,58,4,0.961236,0.001542,decreased,93,"N-,C++"
YLR072W,34,4,0.904162,0.000755,decreased,28,"N+, C+"
YLR072W,34,4,0.898246,0.000892,decreased,31,"N+, C++"
YLR072W,34,4,0.963318,0.001916,decreased,33,"N++,C++"
YLR072W,35,4,0.933466,0.00151,decreased,91,"N++,C+"
YLR072W,58,4,0.874955,0.001182,decreased,93,"N-,C++"
YLR073C,34,4,0.923431,0.000755,decreased,28,"N+, C+"
YLR073C,34,4,0.918005,0.000892,decreased,31,"N+, C++"
YLR073C,34,4,0.86325,0.001045,decreased,33,"N++,C++"
YLR073C,35,4,0.92268,0.00151,decreased,91,"N++,C+"
YLR073C,58,4,0.564573,0.001182,decreased,93,"N-,C++"
YLR074C,34,4,1.032078,0.109883,unchanged,28,"N+, C+"
YLR074C,34,4,0.99363,0.009729,unchanged,31,"N+, C++"
YLR074C,34,4,1.038396,0.160808,unchanged,33,"N++,C++"
YLR074C,35,4,1.036769,0.143996,unchanged,91,"N++,C+"
YLR074C,58,4,1.009549,0.264208,unchanged,93,"N-,C++"
YLR075W,34,4,0.941979,0.000755,decreased,28,"N+, C+"
YLR075W,34,4,0.964575,0.001061,decreased,31,"N+, C++"
YLR075W,34,4,0.959151,0.005201,decreased,33,"N++,C++"
YLR075W,35,4,0.964175,0.001817,decreased,91,"N++,C+"
YLR075W,58,4,0.953801,0.002634,decreased,93,"N-,C++"
YLR077W,34,4,0.933285,0.000755,decreased,28,"N+, C+"
YLR077W,34,4,0.93762,0.000892,decreased,31,"N+, C++"
YLR077W,34,4,0.952006,0.00139,decreased,33,"N++,C++"
YLR077W,35,4,0.980543,0.015097,unchanged,91,"N++,C+"
YLR077W,58,4,0.968805,0.002593,decreased,93,"N-,C++"
YLR079W,34,4,0.845348,0.000755,decreased,28,"N+, C+"
YLR079W,34,4,0.84628,0.000892,decreased,31,"N+, C++"
YLR079W,34,4,0.897166,0.001045,decreased,33,"N++,C++"
YLR079W,35,4,0.908181,0.00151,decreased,91,"N++,C+"
YLR079W,58,4,0.906381,0.001182,decreased,93,"N-,C++"
YLR080W,34,4,0.990662,0.021348,unchanged,28,"N+, C+"
YLR080W,34,4,1.013769,0.137974,unchanged,31,"N+, C++"
YLR080W,34,4,0.984225,0.005436,unchanged,33,"N++,C++"
YLR080W,35,4,0.98996,0.057692,unchanged,91,"N++,C+"
YLR080W,58,4,0.980414,0.009366,unchanged,93,"N-,C++"
YLR081W,34,4,0.989648,0.009068,unchanged,28,"N+, C+"
YLR081W,34,4,0.98304,0.01398,unchanged,31,"N+, C++"
YLR081W,34,4,1.008303,0.115661,unchanged,33,"N++,C++"
YLR081W,35,4,1.025011,0.244899,unchanged,91,"N++,C+"
YLR081W,58,4,0.989783,0.062258,unchanged,93,"N-,C++"
YLR082C,34,2,0.899962,0.007688,decreased,28,"N+, C+"
YLR082C,34,2,0.88241,0.007915,decreased,31,"N+, C++"
YLR082C,34,2,0.890888,0.009156,decreased,33,"N++,C++"
YLR082C,35,2,0.91126,0.012863,unchanged,91,"N++,C+"
YLR082C,58,2,1.019508,0.271531,unchanged,93,"N-,C++"
YLR084C,34,4,0.858784,0.000755,decreased,28,"N+, C+"
YLR084C,34,4,0.872287,0.000892,decreased,31,"N+, C++"
YLR084C,34,4,0.914646,0.001045,decreased,33,"N++,C++"
YLR084C,35,4,0.894534,0.00151,decreased,91,"N++,C+"
YLR084C,58,4,0.887633,0.001182,decreased,93,"N-,C++"
YLR085C,34,4,0.996305,0.019787,unchanged,28,"N+, C+"
YLR085C,34,4,1.006473,0.081881,unchanged,31,"N+, C++"
YLR085C,34,4,0.998249,0.029698,unchanged,33,"N++,C++"
YLR085C,35,4,1.009972,0.246829,unchanged,91,"N++,C+"
YLR085C,58,4,1.005529,0.127672,unchanged,93,"N-,C++"
YLR089C,34,4,1.03252,0.104437,unchanged,28,"N+, C+"
YLR089C,34,4,1.016294,0.16819,unchanged,31,"N+, C++"
YLR089C,34,4,1.028834,0.161157,unchanged,33,"N++,C++"
YLR089C,35,4,1.006515,0.238064,unchanged,91,"N++,C+"
YLR089C,58,4,1.00395,0.147783,unchanged,93,"N-,C++"
YLR091W,34,4,0.955044,0.000894,decreased,28,"N+, C+"
YLR091W,34,4,1.000486,0.04027,unchanged,31,"N+, C++"
YLR091W,34,4,0.993799,0.016271,unchanged,33,"N++,C++"
YLR091W,35,4,0.992286,0.066575,unchanged,91,"N++,C+"
YLR091W,58,4,0.994877,0.048193,unchanged,93,"N-,C++"
YLR092W,34,4,0.818112,0.000755,decreased,28,"N+, C+"
YLR092W,34,4,0.823558,0.000892,decreased,31,"N+, C++"
YLR092W,34,4,0.856367,0.001045,decreased,33,"N++,C++"
YLR092W,35,4,0.835004,0.00151,decreased,91,"N++,C+"
YLR092W,58,4,0.907513,0.001182,decreased,93,"N-,C++"
YLR093C,34,4,1.010149,0.138978,unchanged,28,"N+, C+"
YLR093C,34,4,0.988235,0.011142,unchanged,31,"N+, C++"
YLR093C,34,4,1.017378,0.217761,unchanged,33,"N++,C++"
YLR093C,35,4,1.02914,0.202936,unchanged,91,"N++,C+"
YLR093C,58,4,1.048582,0.152918,unchanged,93,"N-,C++"
YLR094C,34,4,0.906578,0.000755,decreased,28,"N+, C+"
YLR094C,34,4,0.930602,0.000892,decreased,31,"N+, C++"
YLR094C,34,4,0.911606,0.001045,decreased,33,"N++,C++"
YLR094C,35,4,0.959502,0.001771,decreased,91,"N++,C+"
YLR094C,58,4,0.962908,0.001731,decreased,93,"N-,C++"
YLR095C,34,4,0.934422,0.000755,decreased,28,"N+, C+"
YLR095C,34,4,0.945681,0.000892,decreased,31,"N+, C++"
YLR095C,34,4,0.956256,0.001086,decreased,33,"N++,C++"
YLR095C,35,4,0.943119,0.001657,decreased,91,"N++,C+"
YLR095C,58,4,0.923828,0.001182,decreased,93,"N-,C++"
YLR096W,34,4,0.72715,0.000755,decreased,28,"N+, C+"
YLR096W,34,4,0.706068,0.000892,decreased,31,"N+, C++"
YLR096W,34,4,0.837256,0.001045,decreased,33,"N++,C++"
YLR096W,35,4,0.80278,0.00151,decreased,91,"N++,C+"
YLR096W,58,4,0.805068,0.001182,decreased,93,"N-,C++"
YLR099C,34,4,0.988053,0.018634,unchanged,28,"N+, C+"
YLR099C,34,4,1.02423,0.258999,unchanged,31,"N+, C++"
YLR099C,34,4,0.98458,0.008384,unchanged,33,"N++,C++"
YLR099C,35,4,1.014297,0.327625,unchanged,91,"N++,C+"
YLR099C,58,4,1.015083,0.25404,unchanged,93,"N-,C++"
YLR099W-A,34,4,1.04133,0.163792,unchanged,28,"N+, C+"
YLR099W-A,34,4,1.006019,0.050982,unchanged,31,"N+, C++"
YLR099W-A,34,4,1.017943,0.248209,unchanged,33,"N++,C++"
YLR099W-A,35,4,1.006093,0.205712,unchanged,91,"N++,C+"
YLR099W-A,58,4,0.991852,0.032249,unchanged,93,"N-,C++"
YLR100W,34,4,1.026471,0.200319,unchanged,28,"N+, C+"
YLR100W,34,4,1.015985,0.209442,unchanged,31,"N+, C++"
YLR100W,34,4,1.031306,0.248634,unchanged,33,"N++,C++"
YLR100W,35,4,1.019312,0.217141,unchanged,91,"N++,C+"
YLR100W,58,4,1.03126,0.183631,unchanged,93,"N-,C++"
YLR102C,34,4,0.95054,0.001016,decreased,28,"N+, C+"
YLR102C,34,4,0.971513,0.006715,decreased,31,"N+, C++"
YLR102C,34,4,0.970727,0.002403,decreased,33,"N++,C++"
YLR102C,35,4,0.981417,0.005457,unchanged,91,"N++,C+"
YLR102C,58,4,0.984806,0.013125,unchanged,93,"N-,C++"
YLR103C,34,4,0.993051,0.011447,unchanged,28,"N+, C+"
YLR103C,34,4,0.990534,0.009102,unchanged,31,"N+, C++"
YLR103C,34,4,0.988123,0.034853,unchanged,33,"N++,C++"
YLR103C,35,4,0.999703,0.089901,unchanged,91,"N++,C+"
YLR103C,58,4,0.984718,0.008613,unchanged,93,"N-,C++"
YLR104W,34,4,1.026902,0.176509,unchanged,28,"N+, C+"
YLR104W,34,4,1.029524,0.26038,unchanged,31,"N+, C++"
YLR104W,34,4,1.012776,0.135375,unchanged,33,"N++,C++"
YLR104W,35,4,1.024129,0.160866,unchanged,91,"N++,C+"
YLR104W,58,4,1.034936,0.175149,unchanged,93,"N-,C++"
YLR105C,34,4,1.014668,0.247905,unchanged,28,"N+, C+"
YLR105C,34,4,0.989777,0.018958,unchanged,31,"N+, C++"
YLR105C,34,4,0.96125,0.025395,unchanged,33,"N++,C++"
YLR105C,35,4,1.001168,0.117202,unchanged,91,"N++,C+"
YLR105C,58,4,0.985324,0.032904,unchanged,93,"N-,C++"
YLR107W,34,4,0.961586,0.000907,decreased,28,"N+, C+"
YLR107W,34,4,0.980669,0.00199,unchanged,31,"N+, C++"
YLR107W,34,4,1.006424,0.067597,unchanged,33,"N++,C++"
YLR107W,35,4,0.990009,0.069823,unchanged,91,"N++,C+"
YLR107W,58,4,1.02755,0.268143,unchanged,93,"N-,C++"
YLR108C,34,4,1.009005,0.175882,unchanged,28,"N+, C+"
YLR108C,34,4,1.045059,0.139629,unchanged,31,"N+, C++"
YLR108C,34,4,1.023788,0.282336,unchanged,33,"N++,C++"
YLR108C,35,4,1.006089,0.198699,unchanged,91,"N++,C+"
YLR108C,58,4,1.010531,0.295296,unchanged,93,"N-,C++"
YLR109W,34,4,1.026944,0.100675,unchanged,28,"N+, C+"
YLR109W,34,4,1.007992,0.153709,unchanged,31,"N+, C++"
YLR109W,34,4,1.005925,0.191143,unchanged,33,"N++,C++"
YLR109W,35,4,1.018792,0.273066,unchanged,91,"N++,C+"
YLR109W,58,4,0.985789,0.021157,unchanged,93,"N-,C++"
YLR110C,34,4,0.996331,0.017391,unchanged,28,"N+, C+"
YLR110C,34,4,0.996249,0.015655,unchanged,31,"N+, C++"
YLR110C,34,4,0.990934,0.037689,unchanged,33,"N++,C++"
YLR110C,35,4,1.003618,0.117725,unchanged,91,"N++,C+"
YLR110C,58,4,0.980675,0.018815,unchanged,93,"N-,C++"
YLR113W,34,4,0.839912,0.000755,decreased,28,"N+, C+"
YLR113W,34,4,0.938867,0.00103,decreased,31,"N+, C++"
YLR113W,34,4,0.95555,0.002457,decreased,33,"N++,C++"
YLR113W,35,4,0.956435,0.002515,decreased,91,"N++,C+"
YLR113W,58,4,0.937496,0.001472,decreased,93,"N-,C++"
YLR115W,34,4,0.877444,0.000755,decreased,28,"N+, C+"
YLR115W,34,4,0.90024,0.000892,decreased,31,"N+, C++"
YLR115W,34,4,0.900984,0.001045,decreased,33,"N++,C++"
YLR115W,35,4,0.876637,0.00151,decreased,91,"N++,C+"
YLR115W,58,4,0.974946,0.011541,unchanged,93,"N-,C++"
YLR116W,34,4,0.935551,0.000755,decreased,28,"N+, C+"
YLR116W,34,4,0.944464,0.000896,decreased,31,"N+, C++"
YLR116W,34,4,0.93906,0.001108,decreased,33,"N++,C++"
YLR116W,35,4,0.911862,0.00151,decreased,91,"N++,C+"
YLR116W,58,4,0.942459,0.001184,decreased,93,"N-,C++"
YLR117C,34,4,0.941145,0.000755,decreased,28,"N+, C+"
YLR117C,34,4,0.954414,0.000937,decreased,31,"N+, C++"
YLR117C,34,4,0.947294,0.001926,decreased,33,"N++,C++"
YLR117C,35,4,0.998302,0.067585,unchanged,91,"N++,C+"
YLR117C,58,4,0.966397,0.005521,decreased,93,"N-,C++"
YLR118C,34,4,0.97795,0.001731,unchanged,28,"N+, C+"
YLR118C,34,4,0.980032,0.002847,unchanged,31,"N+, C++"
YLR118C,34,4,0.976004,0.002684,unchanged,33,"N++,C++"
YLR118C,35,4,0.980201,0.010085,unchanged,91,"N++,C+"
YLR118C,58,4,0.982347,0.055893,unchanged,93,"N-,C++"
YLR119W,34,4,1.044995,0.02795,unchanged,28,"N+, C+"
YLR119W,34,4,1.022147,0.195371,unchanged,31,"N+, C++"
YLR119W,34,4,1.028396,0.274523,unchanged,33,"N++,C++"
YLR119W,35,4,0.989516,0.044289,unchanged,91,"N++,C+"
YLR119W,58,4,0.999264,0.117779,unchanged,93,"N-,C++"
YLR121C,34,4,0.994089,0.082708,unchanged,28,"N+, C+"
YLR121C,34,4,1.011885,0.186469,unchanged,31,"N+, C++"
YLR121C,34,4,1.00746,0.0957,unchanged,33,"N++,C++"
YLR121C,35,4,1.023269,0.324362,unchanged,91,"N++,C+"
YLR121C,58,4,1.002182,0.121857,unchanged,93,"N-,C++"
YLR123C,34,4,1.113088,0.001897,increased,28,"N+, C+"
YLR123C,34,4,1.054792,0.045792,unchanged,31,"N+, C++"
YLR123C,34,4,1.057791,0.052853,unchanged,33,"N++,C++"
YLR123C,35,4,1.053933,0.01449,unchanged,91,"N++,C+"
YLR123C,58,4,1.089767,0.002154,increased,93,"N-,C++"
YLR124W,34,4,1.02469,0.152974,unchanged,28,"N+, C+"
YLR124W,34,4,1.044913,0.064267,unchanged,31,"N+, C++"
YLR124W,34,4,1.036761,0.248572,unchanged,33,"N++,C++"
YLR124W,35,4,1.059033,0.108095,unchanged,91,"N++,C+"
YLR124W,58,4,1.004784,0.182117,unchanged,93,"N-,C++"
YLR125W,34,4,0.98455,0.010135,unchanged,28,"N+, C+"
YLR125W,34,4,0.976352,0.014044,unchanged,31,"N+, C++"
YLR125W,34,4,1.002336,0.030421,unchanged,33,"N++,C++"
YLR125W,35,4,0.979464,0.034211,unchanged,91,"N++,C+"
YLR125W,58,4,0.980528,0.014446,unchanged,93,"N-,C++"
YLR126C,34,4,1.004754,0.131198,unchanged,28,"N+, C+"
YLR126C,34,4,1.010099,0.12891,unchanged,31,"N+, C++"
YLR126C,34,4,1.01065,0.162322,unchanged,33,"N++,C++"
YLR126C,35,4,1.028698,0.104741,unchanged,91,"N++,C+"
YLR126C,58,4,1.032746,0.096245,unchanged,93,"N-,C++"
YLR127C,34,4,0.81518,0.000755,decreased,28,"N+, C+"
YLR127C,34,4,0.894981,0.000892,decreased,31,"N+, C++"
YLR127C,34,4,0.916416,0.001045,decreased,33,"N++,C++"
YLR127C,35,4,0.850001,0.00151,decreased,91,"N++,C+"
YLR127C,58,4,0.871884,0.001182,decreased,93,"N-,C++"
YLR128W,34,4,0.979733,0.003355,unchanged,28,"N+, C+"
YLR128W,34,4,0.993578,0.006774,unchanged,31,"N+, C++"
YLR128W,34,4,0.992868,0.02027,unchanged,33,"N++,C++"
YLR128W,35,4,0.993482,0.020261,unchanged,91,"N++,C+"
YLR128W,58,4,0.999078,0.048148,unchanged,93,"N-,C++"
YLR129W,34,4,0.885544,0.000755,decreased,28,"N+, C+"
YLR129W,34,4,0.876175,0.000892,decreased,31,"N+, C++"
YLR129W,34,4,0.895893,0.001045,decreased,33,"N++,C++"
YLR129W,35,4,0.937088,0.00151,decreased,91,"N++,C+"
YLR129W,58,4,0.929804,0.001184,decreased,93,"N-,C++"
YLR130C,34,4,0.95894,0.008409,decreased,28,"N+, C+"
YLR130C,34,4,0.931899,0.006939,decreased,31,"N+, C++"
YLR130C,34,4,0.948197,0.001219,decreased,33,"N++,C++"
YLR130C,35,4,0.996047,0.129062,unchanged,91,"N++,C+"
YLR130C,58,4,1.008789,0.143697,unchanged,93,"N-,C++"
YLR132C,34,4,0.980018,0.002504,unchanged,28,"N+, C+"
YLR132C,34,4,0.992579,0.030706,unchanged,31,"N+, C++"
YLR132C,34,4,1.013679,0.166951,unchanged,33,"N++,C++"
YLR132C,35,4,0.993097,0.061326,unchanged,91,"N++,C+"
YLR132C,58,4,0.984703,0.01137,unchanged,93,"N-,C++"
YLR133W,34,4,1.0548,0.052509,unchanged,28,"N+, C+"
